Year,Month,Day,Hour,Minute,Zone Mean Air Temp L2XBR,Zone Mean Air Temp L2XBR_norm,Zone Mean Air Temp L1XBR,Zone Mean Air Temp L1XBR_norm,Zone Humidity L2XBR,Zone Humidity L1XBR,Cooling L1XBR,Total L1BR,Cooling L2XBR,Total L2BR
2010,1,1,1,30,26.06304492,0.751,24.71434708,0.801,0.015399564,0.015326353,49.73573623,49.73573623,173.2470977,173.2470977
2010,1,1,2,30,25.65426664,0.739,24.38511896,0.791,0.015286167,0.015219237,15.88096048,15.88096048,141.6512715,141.6512715
2010,1,1,3,30,25.40273594,0.732,24.20915925,0.785,0.015089028,0.015027141,0,0,115.2792777,115.2792777
2010,1,1,4,30,25.34228383,0.73,24.22913741,0.786,0.015261739,0.015203092,0,0,108.3228806,108.3228806
2010,1,1,5,30,25.43347313,0.732,24.39421445,0.791,0.016048901,0.015992565,10.66588417,10.66588417,116.6816743,116.6816743
2010,1,1,6,30,25.52027637,0.735,24.47174081,0.794,0.015677954,0.015625406,98.67443658,98.67443658,205.5386095,205.5386095
2010,1,1,7,30,25.59547014,0.737,24.56028273,0.796,0.014737287,0.014684239,109.2525656,109.2525656,204.21408,204.21408
2010,1,1,8,30,25.59269086,0.737,24.5924583,0.798,0.014814041,0.014760407,39.31132258,39.31132258,135.4118997,135.4118997
2010,1,1,9,30,26.02902177,0.75,25.04162248,0.812,0.014931382,0.014877942,92.59817987,92.59817987,200.1458949,200.1458949
2010,1,1,10,30,26.55971094,0.765,25.52447519,0.828,0.015099576,0.015043562,141.4917637,141.4917637,269.9519163,269.9519163
2010,1,1,11,30,27.15042282,0.782,26.00127998,0.843,0.015333624,0.015271362,166.375369,166.375369,308.0810706,
2010,1,1,12,30,27.76510661,0.8,26.45402047,0.858,0.015539979,0.015641926,166.5194353,166.5194353,299.2403776,
2010,1,1,13,30,28.18774783,0.812,26.65278807,0.864,0.015545042,0.016210196,168.6816331,168.6816331,309.7065793,
2010,1,1,14,30,28.4772298,0.82,26.79831802,0.869,0.015669306,0.016964898,168.4298425,168.4298425,322.5301639,
2010,1,1,15,30,28.70522167,0.827,26.89713646,0.872,0.01582012,0.017749537,164.8290728,164.8290728,330.5912577,
2010,1,1,16,30,28.6097377,0.824,26.89479901,0.872,0.015809065,0.017795997,155.8978995,155.8978995,325.7122749,
2010,1,1,17,30,28.32771594,0.816,26.67969901,0.865,0.015906622,0.016207198,143.3766609,143.3766609,305.4796407,305.4796407
2010,1,1,18,30,27.93636694,0.805,26.32883512,0.854,0.016106495,0.01605241,129.0258215,129.0258215,272.765272,272.765272
2010,1,1,19,30,27.99605179,0.806,26.43992043,0.857,0.016061271,0.015992261,204.781793,204.781793,347.3015851,347.3015851
2010,1,1,20,30,27.73727832,0.799,26.18749443,0.849,0.015865022,0.015780741,243.9565478,243.9565478,402.1166607,402.1166607
2010,1,1,21,30,27.4222795,0.79,25.89419392,0.84,0.015714298,0.0156265,236.7955115,236.7955115,381.4655117,381.4655117
2010,1,1,22,30,27.21649999,0.784,25.74035851,0.835,0.015640133,0.015556309,225.3727183,225.3727183,359.4221937,359.4221937
2010,1,1,23,30,27.07882955,0.78,25.65676512,0.832,0.015542104,0.0154618,217.6705833,217.6705833,344.3977753,344.3977753
2010,1,1,24,30,26.93815602,0.776,25.55710726,0.829,0.015430444,0.015353059,205.8398217,205.8398217,326.6935103,326.6935103
2010,1,2,1,30,26.35064601,0.759,25.01048903,0.811,0.015372102,0.015297498,81.85556284,81.85556284,200.4446338,200.4446338
2010,1,2,2,30,26.05646465,0.75,24.77890444,0.804,0.015203573,0.015134516,57.06229916,57.06229916,174.6228359,174.6228359
2010,1,2,3,30,25.82393136,0.744,24.60121371,0.798,0.015034814,0.014969862,36.00219343,36.00219343,151.7947526,151.7947526
2010,1,2,4,30,25.37611631,0.731,24.19118656,0.784,0.014487559,0.014426833,0,0,99.46211685,99.46211685
2010,1,2,5,30,24.77715608,0.714,24.18674206,0.784,0.013395246,0.013612751,0,0,35.01005596,35.01005596
2010,1,2,6,30,25.22968298,0.727,24.17658174,0.784,0.01361962,0.013658784,49.32670815,49.32670815,164.8020947,164.8020947
2010,1,2,7,30,25.65773332,0.739,24.63027275,0.799,0.014710766,0.014647413,100.811793,100.811793,202.9656443,202.9656443
2010,1,2,8,30,26.36665042,0.759,25.11820658,0.815,0.014940367,0.014883869,0,0,0,0
2010,1,2,9,30,26.75954524,0.771,25.38423731,0.823,0.015110595,0.015062145,0,0,0,0
2010,1,2,10,30,27.1383822,0.782,25.60761427,0.83,0.015347869,0.015307027,0,0,0,0
2010,1,2,11,30,27.58159002,0.794,25.81127914,0.837,0.015701599,0.015497667,0,0,0,0
2010,1,2,12,30,27.99097203,0.806,25.94562237,0.841,0.015963608,0.01548381,0,0,0,0
2010,1,2,13,30,28.33422706,0.816,26.07661801,0.846,0.016098162,0.015489596,0,0,0,0
2010,1,2,14,30,28.55337238,0.822,26.18289288,0.849,0.016042007,0.015528064,0,0,0,0
2010,1,2,15,30,28.68112629,0.826,26.23031319,0.851,0.015987784,0.015614903,0,0,0,0
2010,1,2,16,30,28.68942848,0.826,26.22790869,0.851,0.016069328,0.015795182,0,0,0,0
2010,1,2,17,30,28.59900122,0.824,26.18249154,0.849,0.01622659,0.016022184,0,0,0,0
2010,1,2,18,30,27.19589902,0.783,25.49943031,0.827,0.016350749,0.016207794,194.7181488,194.7181488,547.7732132,547.7732132
2010,1,2,19,30,27.22703112,0.784,25.57734225,0.829,0.016006548,0.015913237,276.5756909,276.5756909,526.7886863,526.7886863
2010,1,2,20,30,27.13770077,0.782,25.58705604,0.83,0.016082167,0.015995041,244.3137851,244.3137851,446.7489098,446.7489098
2010,1,2,21,30,27.08883104,0.78,25.6016497,0.83,0.016235125,0.016151371,240.3128419,240.3128419,425.701754,425.701754
2010,1,2,22,30,26.96478123,0.777,25.52562678,0.828,0.016224364,0.01614431,228.4061081,228.4061081,401.26747,401.26747
2010,1,2,23,30,26.7576306,0.771,25.34380588,0.822,0.016061019,0.015983954,208.6505947,208.6505947,372.0162551,372.0162551
2010,1,2,24,30,26.55544513,0.765,25.17053869,0.816,0.015865908,0.015791257,188.8265193,188.8265193,343.55603,343.55603
2010,1,3,1,30,26.02538927,0.75,24.69535207,0.801,0.015885958,0.015813659,65.64999941,65.64999941,216.9639711,216.9639711
2010,1,3,2,30,25.84096974,0.744,24.59635438,0.798,0.015992368,0.015925401,53.16310068,53.16310068,200.443463,200.443463
2010,1,3,3,30,25.71743386,0.741,24.53050141,0.795,0.01620525,0.016142106,41.68854507,41.68854507,186.1313796,186.1313796
2010,1,3,4,30,25.60518033,0.737,24.45213258,0.793,0.01631658,0.016256306,28.75144328,28.75144328,173.8414386,173.8414386
2010,1,3,5,30,25.50473259,0.735,24.37767304,0.791,0.016349097,0.01629059,16.28801779,16.28801779,160.6225091,160.6225091
2010,1,3,6,30,25.76903982,0.742,24.64650385,0.799,0.016298248,0.016241049,135.7942455,135.7942455,270.5738759,270.5738759
2010,1,3,7,30,25.93290899,0.747,24.83255068,0.805,0.016305108,0.016246757,148.8251702,148.8251702,272.1861122,272.1861122
2010,1,3,8,30,26.48590009,0.763,25.1505274,0.816,0.016371077,0.016318177,0,0,0,0
2010,1,3,9,30,26.82035106,0.772,25.34964279,0.822,0.016413459,0.016368123,0,0,0,0
2010,1,3,10,30,27.15328634,0.782,25.52517124,0.828,0.01652711,0.01649308,0,0,0,0
2010,1,3,11,30,27.52237149,0.793,25.68036068,0.833,0.016724872,0.016698667,0,0,0,0
2010,1,3,12,30,27.97405396,0.806,25.87226903,0.839,0.016959042,0.016938284,0,0,0,0
2010,1,3,13,30,28.36694746,0.817,26.02470223,0.844,0.017180949,0.017164153,0,0,0,0
2010,1,3,14,30,28.6335359,0.825,26.11597502,0.847,0.017337536,0.017324004,0,0,0,0
2010,1,3,15,30,28.84215838,0.831,26.21111476,0.85,0.017421975,0.017411343,0,0,0,0
2010,1,3,16,30,28.8860976,0.832,26.2170349,0.85,0.017417862,0.017410036,0,0,0,0
2010,1,3,17,30,28.73882921,0.828,26.11726003,0.847,0.017367823,0.017362422,0,0,0,0
2010,1,3,18,30,27.45419266,0.791,25.63679534,0.831,0.017333591,0.017261986,238.1256609,238.1256609,666.7630929,666.7630929
2010,1,3,19,30,27.5664233,0.794,25.81265872,0.837,0.017148517,0.017066478,335.7131404,335.7131404,604.7153529,604.7153529
2010,1,3,20,30,27.39317127,0.789,25.71367694,0.834,0.017047346,0.016954165,283.215145,283.215145,519.3064018,519.3064018
2010,1,3,21,30,27.18291434,0.783,25.55369064,0.829,0.017021414,0.016931239,257.9419155,257.9419155,473.2831409,473.2831409
2010,1,3,22,30,27.04335108,0.779,25.46856067,0.826,0.016973193,0.016887003,250.4644062,250.4644062,450.5628729,450.5628729
2010,1,3,23,30,26.92970698,0.776,25.3972285,0.824,0.0168209,0.01673779,238.9490314,238.9490314,426.8441273,426.8441273
2010,1,3,24,30,26.79507292,0.772,25.30683547,0.821,0.016657493,0.016576871,223.3362309,223.3362309,400.822916,400.822916
2010,1,4,1,30,26.25985511,0.756,24.81626234,0.805,0.016489739,0.016412131,92.86595693,92.86595693,268.8296476,268.8296476
2010,1,4,2,30,26.06500005,0.751,24.69158118,0.801,0.016233813,0.016161406,76.85287136,76.85287136,247.0230682,247.0230682
2010,1,4,3,30,25.89834545,0.746,24.58946627,0.797,0.016085083,0.016016291,59.32767761,59.32767761,221.6884629,221.6884629
2010,1,4,4,30,25.81816581,0.744,24.56289248,0.797,0.016244751,0.016178591,52.28387659,52.28387659,207.9514605,207.9514605
2010,1,4,5,30,25.77854959,0.742,24.56738782,0.797,0.016679656,0.016615461,47.61208206,47.61208206,199.7880317,199.7880317
2010,1,4,6,30,25.95035983,0.747,24.74439886,0.802,0.016486996,0.016425516,151.9989459,151.9989459,296.4602216,296.4602216
2010,1,4,7,30,25.94925849,0.747,24.7524459,0.803,0.015932028,0.015870401,144.9575931,144.9575931,278.1742338,278.1742338
2010,1,4,8,30,26.53793512,0.764,25.10339755,0.814,0.015843967,0.015788406,0,0,0,0
2010,1,4,9,30,26.82756105,0.773,25.2697405,0.819,0.015798111,0.015750926,0,0,0,0
2010,1,4,10,30,27.15902993,0.782,25.4582674,0.826,0.015731514,0.015697029,0,0,0,0
2010,1,4,11,30,27.59129934,0.795,25.67956644,0.833,0.015667582,0.015642422,0,0,0,0
2010,1,4,12,30,28.06354656,0.808,25.89698874,0.84,0.015600114,0.015588132,0,0,0,0
2010,1,4,13,30,28.46958999,0.82,26.05234834,0.845,0.015511232,0.015570637,0,0,0,0
2010,1,4,14,30,28.79895461,0.829,26.17241879,0.849,0.01539107,0.015571176,0,0,0,0
2010,1,4,15,30,29.04278469,0.836,26.27701346,0.852,0.015272418,0.015571776,0,0,0,0
2010,1,4,16,30,29.11643617,0.839,26.29462619,0.853,0.015181914,0.015488608,0,0,0,0
2010,1,4,17,30,29.00300139,0.835,26.20697179,0.85,0.0151419,0.015384665,0,0,0,0
2010,1,4,18,30,27.88843573,0.803,25.9550964,0.842,0.015403265,0.015426047,244.32816,244.32816,642.2273435,642.2273435
2010,1,4,19,30,27.82836689,0.801,25.99906702,0.843,0.015540033,0.015448641,303.2244579,303.2244579,580.186021,580.186021
2010,1,4,20,30,27.48614002,0.792,25.68283693,0.833,0.015510546,0.015417056,252.2249874,252.2249874,494.9490366,494.9490366
2010,1,4,21,30,27.08140908,0.78,25.31367627,0.821,0.015494844,0.015400974,220.2574153,220.2574153,445.7503844,445.7503844
2010,1,4,22,30,26.83302181,0.773,25.12200616,0.815,0.015411679,0.015320938,207.3044981,207.3044981,413.7766845,413.7766845
2010,1,4,23,30,26.67198036,0.768,25.02636036,0.812,0.015372973,0.015286357,196.2289083,196.2289083,388.9035332,388.9035332
2010,1,4,24,30,26.50880586,0.763,24.91833027,0.808,0.015341533,0.015258492,183.1848839,183.1848839,364.8941869,364.8941869
2010,1,5,1,30,25.96105918,0.748,24.45568531,0.793,0.01525292,0.015173516,60.01811026,60.01811026,236.9764863,236.9764863
2010,1,5,2,30,25.71987756,0.741,24.31471412,0.788,0.015037459,0.014965202,40.59071307,40.59071307,210.0209873,210.0209873
2010,1,5,3,30,25.5428727,0.736,24.21177225,0.785,0.014897289,0.014829711,24.0707047,24.0707047,185.0073742,185.0073742
2010,1,5,4,30,25.36458409,0.731,24.10348991,0.782,0.014991329,0.014927067,5.029266183,5.029266183,158.2297769,158.2297769
2010,1,5,5,30,25.20544458,0.726,24.0112118,0.779,0.015174188,0.015113465,0,0,137.1861787,137.1861787
2010,1,5,6,30,25.13638537,0.724,24.41906743,0.792,0.014518607,0.014639696,54.64233539,54.64233539,200.5326237,200.5326237
2010,1,5,7,30,25.12577463,0.724,24.02235899,0.779,0.014087629,0.014147216,59.81542883,59.81542883,188.5076711,188.5076711
2010,1,5,8,30,26.05204103,0.75,24.74756247,0.803,0.014097709,0.014118797,0,0,0,0
2010,1,5,9,30,26.48760766,0.763,25.04687767,0.812,0.014169857,0.014187147,0,0,0,0
2010,1,5,10,30,26.88039362,0.774,25.25706452,0.819,0.014308325,0.014321209,0,0,0,0
2010,1,5,11,30,27.40365607,0.789,25.49216501,0.827,0.014435706,0.014445194,0,0,0,0
2010,1,5,12,30,27.92836387,0.804,25.71300755,0.834,0.014540931,0.014547344,0,0,0,0
2010,1,5,13,30,28.41614754,0.818,25.90259762,0.84,0.014564459,0.014571691,0,0,0,0
2010,1,5,14,30,28.84727817,0.831,26.0645906,0.845,0.014502717,0.014564015,0,0,0,0
2010,1,5,15,30,29.17323372,0.84,26.18667966,0.849,0.014352924,0.014561398,0,0,0,0
2010,1,5,16,30,29.29341286,0.844,26.234783,0.851,0.014190278,0.014530703,0,0,0,0
2010,1,5,17,30,29.20735485,0.841,26.18706739,0.849,0.014086093,0.01438716,0,0,0,0
2010,1,5,18,30,28.07170736,0.808,25.96116613,0.842,0.014129572,0.014169978,256.5363446,256.5363446,668.8960496,668.8960496
2010,1,5,19,30,27.92626614,0.804,25.94957622,0.842,0.014257574,0.014197997,288.6330126,288.6330126,595.3009619,595.3009619
2010,1,5,20,30,27.4697126,0.791,25.54504903,0.828,0.014421204,0.014317867,232.7007189,232.7007189,487.4390497,487.4390497
2010,1,5,21,30,26.98066403,0.777,25.10954408,0.814,0.014595116,0.014495772,197.207849,197.207849,431.9990317,431.9990317
2010,1,5,22,30,26.57088669,0.765,24.76665899,0.803,0.014525086,0.01443221,170.1131252,170.1131252,387.5519352,387.5519352
2010,1,5,23,30,26.22526041,0.755,24.50496126,0.795,0.014148982,0.014062118,142.5076178,142.5076178,342.280416,342.280416
2010,1,5,24,30,25.86414967,0.745,24.22728785,0.786,0.013708681,0.013627692,110.6265688,110.6265688,295.8280011,295.8280011
2010,1,6,1,30,25.19023205,0.725,24.21592336,0.785,0.013349683,0.013368817,,0,156.9089777,156.9089777
2010,1,6,2,30,24.77555145,0.714,24.04071208,0.78,0.012972935,0.013070937,,0,113.460983,113.460983
2010,1,6,3,30,24.42154661,0.703,23.9660994,0.777,0.012594758,0.012792278,,0,74.46933263,74.46933263
2010,1,6,4,30,24.29188491,0.7,24.02361196,0.779,0.012214555,0.012503572,,0,34.45281801,34.45281801
2010,1,6,5,30,24.16817931,0.696,23.99752831,0.778,0.011971788,0.012276567,,0,2.647745031,2.647745031
2010,1,6,6,30,24.3783835,0.702,24.02215461,0.779,0.011717954,0.011967095,,0,64.06059595,64.06059595
2010,1,6,7,30,24.38126015,0.702,23.97016521,0.777,0.011620776,0.01178666,,0,72.62767432,72.62767432
2010,1,6,8,30,25.37431367,0.731,24.44330435,0.793,0.011694305,0.011821656,,0,,0
2010,1,6,9,30,25.79661756,0.743,24.61698874,0.798,0.011788432,0.011895307,,0,,0
2010,1,6,10,30,26.19426689,0.754,24.82954811,0.805,0.011947638,0.012030426,,0,,0
2010,1,6,11,30,26.67435937,0.768,25.06146532,0.813,0.012045766,0.012119198,,0,,0
2010,1,6,12,30,27.31398228,0.787,25.37763071,0.823,0.012268947,0.012304063,,0,,0
2010,1,6,13,30,27.79273535,0.8,25.57714275,0.829,0.012437934,0.012362967,,0,,0
2010,1,6,14,30,28.22594268,0.813,25.73272338,0.834,0.012510066,0.012354952,,0,,0
2010,1,6,15,30,28.50538792,0.821,25.82981515,0.838,0.012529369,0.012356598,,0,,0
2010,1,6,16,30,28.5854604,0.823,25.85984771,0.839,0.012476871,0.012356931,,0,,0
2010,1,6,17,30,28.50818488,0.821,25.85096421,0.838,0.012443462,0.01235689,,0,,0
2010,1,6,18,30,27.81618978,0.801,26.00815908,0.843,0.012545935,0.012440139,177.8087057,177.8087057,508.8085954,508.8085954
2010,1,6,19,30,27.58454292,0.794,25.89615253,0.84,0.012663346,0.012569093,213.5163575,213.5163575,465.8918856,465.8918856
2010,1,6,20,30,26.9723496,0.777,25.2329212,0.818,0.01296795,0.0128754,165.4751757,165.4751757,399.4160811,399.4160811
2010,1,6,21,30,26.31512544,0.758,24.59280124,0.798,0.013241745,0.013153314,123.2739407,123.2739407,343.3448069,343.3448069
2010,1,6,22,30,25.91347222,0.746,24.27799217,0.787,0.013294317,0.01321214,104.0393854,104.0393854,307.8895126,307.8895126
2010,1,6,23,30,25.66454365,0.739,24.11953191,0.782,0.013245097,0.013168577,90.73761169,90.73761169,279.0410181,279.0410181
2010,1,6,24,30,25.41298435,0.732,24.20067487,0.785,0.013194767,0.013141535,72.55908671,72.55908671,248.8137697,248.8137697
2010,1,7,1,30,24.78058536,0.714,23.97881592,0.778,0.013107586,0.013130922,0,0,121.6792572,121.6792572
2010,1,7,2,30,24.45127795,0.704,23.84241697,0.773,0.012944006,0.013011965,0,0,87.45889008,87.45889008
2010,1,7,3,30,24.16092143,0.696,24.16478818,0.784,0.012774302,0.012963444,0,0,55.8871211,55.8871211
2010,1,7,4,30,24.29755033,0.7,23.88265683,0.774,0.012527616,0.012731997,0,0,23.06605554,23.06605554
2010,1,7,5,30,24.22254066,0.698,23.81048787,0.772,0.012236903,0.012449387,0,0,0.119768289,0.119768289
2010,1,7,6,30,24.32514923,0.701,23.91196854,0.775,0.011917276,0.012154606,0,0,71.06371385,71.06371385
2010,1,7,7,30,24.50151813,0.706,24.05222657,0.78,0.011899948,0.012054605,0,0,77.77752861,77.77752861
2010,1,7,8,30,24.22119694,0.698,23.92154794,0.776,0.012203755,0.01223136,0,0,13.0406729,13.0406729
2010,1,7,9,30,24.37255752,0.702,23.93575009,,0.012612091,0.012580628,0,0,53.65420538,53.65420538
2010,1,7,10,30,24.5552312,0.707,23.93950017,0.776,0.013132933,0.01309589,0,0,127.7288952,127.7288952
2010,1,7,11,30,25.18097924,0.725,24.31129254,0.788,0.013725185,0.013616074,14.6893395,14.6893395,219.8134978,219.8134978
2010,1,7,12,30,25.9908584,0.749,24.77335186,0.803,0.014484849,0.01442355,86.37026262,86.37026262,314.7541025,314.7541025
2010,1,7,13,30,26.53673001,0.764,25.17232728,0.816,0.014977979,0.014911144,134.695875,134.695875,379.9775892,379.9775892
2010,1,7,14,30,26.86922963,0.774,25.3631183,0.822,0.015206465,0.015131422,161.8826324,161.8826324,417.1847243,417.1847243
2010,1,7,15,30,27.06771418,0.78,25.50037446,0.827,0.015402624,0.015320942,168.5255338,168.5255338,422.0608393,422.0608393
2010,1,7,16,30,27.04712755,0.779,25.46238264,0.826,0.015718202,0.01563297,156.8412604,156.8412604,404.6615567,404.6615567
2010,1,7,17,30,26.93822162,0.776,25.37280245,0.823,0.01599694,0.015911624,148.2048081,148.2048081,386.8519644,386.8519644
2010,1,7,18,30,26.7517807,0.77,25.24501949,0.819,0.01624523,0.016161978,132.6407031,132.6407031,353.2641348,353.2641348
2010,1,7,19,30,26.94603277,0.776,,0.827,0.01631349,0.016233839,235.6679296,235.6679296,433.5546052,433.5546052
2010,1,7,20,30,26.81231579,0.772,,0.823,0.016074197,0.015996346,215.7087559,215.7087559,399.705799,399.705799
2010,1,7,21,30,26.61578561,0.767,,0.817,0.015796377,0.015719884,194.8873003,194.8873003,370.2442907,370.2442907
2010,1,7,22,30,26.47592147,0.763,,0.813,0.015735084,0.015660187,184.6571996,184.6571996,352.2961313,352.2961313
2010,1,7,23,30,26.38576564,0.76,,0.811,0.015847957,,179.0982739,179.0982739,340.9326149,340.9326149
2010,1,7,24,30,26.28209234,0.757,,0.809,0.015958341,,171.1202038,171.1202038,328.5952156,328.5952156
2010,1,8,1,30,25.74764771,0.742,,0.793,0.015967638,,44.89372179,44.89372179,203.513522,203.513522
2010,1,8,2,30,25.5668954,0.736,,0.789,0.016004812,,31.83880076,31.83880076,188.0052059,188.0052059
2010,1,8,3,30,25.43175353,0.732,,0.786,0.016137302,,18.33539413,18.33539413,173.0348325,173.0348325
2010,1,8,4,30,25.30924814,0.729,,0.784,0.016181501,,5.128862139,5.128862139,156.567768,156.567768
2010,1,8,5,30,25.20692874,0.726,,0.782,0.016250724,,0,0,141.7772736,141.7772736
2010,1,8,6,30,25.53605046,0.735,,0.793,0.016341372,,124.651542,124.651542,260.9826623,260.9826623
2010,1,8,7,30,25.6334792,0.738,,0.797,0.016486208,,127.5861967,127.5861967,256.808914,256.808914
2010,1,8,8,30,25.4176074,0.732,,0.789,0.016744797,,31.30263028,31.30263028,171.1129333,171.1129333
2010,1,8,9,30,25.57824951,0.737,,0.794,0.017000699,,64.98490135,64.98490135,223.9397903,223.9397903
2010,1,8,10,30,25.82780171,0.744,24.70617531,0.801,0.017212862,,106.5055476,106.5055476,276.2585467,276.2585467
2010,1,8,11,30,26.10343589,0.752,24.93361357,0.809,0.017454777,,140.1532345,140.1532345,319.112155,319.112155
2010,1,8,12,30,26.38930484,0.76,25.12073321,0.815,0.017665481,0.017601545,157.1385687,157.1385687,359.9358081,359.9358081
2010,1,8,13,30,26.58105987,0.766,25.31734266,0.821,0.017786509,0.017717874,180.5019533,180.5019533,367.4140919,367.4140919
2010,1,8,14,30,26.70271358,0.769,25.4949204,0.827,0.017886788,0.017817596,190.7263159,190.7263159,358.6077521,358.6077521
2010,1,8,15,30,26.79568475,0.772,25.59503963,0.83,0.017983093,0.017914969,179.838586,179.838586,349.629959,349.629959
2010,1,8,16,30,26.8105932,0.772,25.62051476,0.831,0.018003504,0.017935167,183.6206804,183.6206804,347.8638046,347.8638046
2010,1,8,17,30,26.7267162,0.77,25.56414477,0.829,0.017952631,0.017885031,171.9419023,171.9419023,326.4609619,326.4609619
2010,1,8,18,30,26.58313218,0.766,25.43433574,0.825,0.017887237,0.017821275,142.1952669,142.1952669,293.7748945,293.7748945
2010,1,8,19,30,26.84937767,0.773,25.70919478,0.834,0.017908257,0.017843138,248.1000491,248.1000491,393.3412209,393.3412209
2010,1,8,20,30,26.74211341,0.77,25.57987473,0.83,0.018059881,0.017993894,223.7021568,223.7021568,365.2879499,365.2879499
2010,1,8,21,30,26.55963741,0.765,25.37066937,0.823,0.018191919,0.018125683,204.8497986,204.8497986,345.8771672,345.8771672
2010,1,8,22,30,26.48507465,0.763,25.30900434,0.821,0.018196235,0.018130485,202.5855602,202.5855602,341.6803727,341.6803727
2010,1,8,23,30,26.44572133,0.762,25.28378564,0.82,0.018059289,0.017994688,198.8132749,198.8132749,335.1595879,335.1595879
2010,1,8,24,30,26.39587819,0.76,25.25421389,0.819,0.017896983,0.017833182,192.6882847,192.6882847,324.5600104,324.5600104
2010,1,9,1,30,25.85389252,0.745,24.71797242,0.802,0.017831976,0.017769624,50.99649514,50.99649514,187.8187343,187.8187343
2010,1,9,2,30,25.62876835,0.738,24.51222352,0.795,0.017630553,0.017571391,28.98579758,28.98579758,170.0204464,170.0204464
2010,1,9,3,30,25.43662241,0.733,24.34650595,0.79,0.017425126,0.017368026,6.556845191,6.556845191,148.9711402,148.9711402
2010,1,9,4,30,25.34249253,0.73,24.28420405,0.788,0.017389266,0.017333882,0,0,139.3594949,139.3594949
2010,1,9,5,30,25.31826345,0.729,24.29158623,0.788,0.017458446,0.017404568,0,0,135.8254167,135.8254167
2010,1,9,6,30,25.73613849,0.741,24.73421646,0.802,0.017441828,0.017388567,144.6105544,144.6105544,269.0893118,269.0893118
2010,1,9,7,30,25.86205038,0.745,24.87618575,0.807,0.017477333,0.017423401,148.7143111,148.7143111,267.4104538,267.4104538
2010,1,9,8,30,26.16437643,0.754,24.90087358,0.808,0.017476339,0.017427774,0,0,0,0
2010,1,9,9,30,26.41302659,0.761,24.9904882,0.81,0.017442788,0.017403355,0,0,0,0
2010,1,9,10,30,26.81351947,0.772,25.22139443,0.818,0.017429063,0.017399854,0,0,0,0
2010,1,9,11,30,27.31992758,0.787,25.4301965,0.825,0.017406476,0.01739655,0,0,0,0
2010,1,9,12,30,27.87218252,0.803,25.61274738,0.831,0.017390729,0.017396497,0,0,0,0
2010,1,9,13,30,28.35543086,0.817,25.78128658,0.836,0.017390811,0.017396499,0,0,0,0
2010,1,9,14,30,28.71482295,0.827,25.90457828,0.84,0.017391146,0.017396495,0,0,0,0
2010,1,9,15,30,28.88808345,0.832,26.03336911,0.844,0.017391157,0.017396495,0,0,0,0
2010,1,9,16,30,28.75456761,0.828,26.05046376,0.845,0.017438163,0.017396495,0,0,0,0
2010,1,9,17,30,28.49024456,0.821,26.01580967,0.844,0.017626155,0.017435318,0,0,0,0
2010,1,9,18,30,27.33804128,0.787,25.68270623,0.833,0.018356787,0.018200242,260.0434333,260.0434333,621.4236417,621.4236417
2010,1,9,19,30,27.33499198,0.787,25.75842778,0.835,0.018492805,0.018385439,334.9078232,334.9078232,602.4197241,602.4197241
2010,1,9,20,30,27.20147335,0.783,25.66072571,0.832,0.018342852,0.018261114,294.5736447,294.5736447,515.518309,515.518309
2010,1,9,21,30,27.04925141,0.779,25.53453412,0.828,0.017920331,0.017837362,270.0980881,270.0980881,476.6348963,476.6348963
2010,1,9,22,30,26.88854642,0.774,25.40355039,0.824,0.017599205,0.017517948,249.9463245,249.9463245,444.382775,444.382775
2010,1,9,23,30,26.71265909,0.769,25.25556794,0.819,0.01740224,0.017323564,228.7330302,228.7330302,413.3837867,413.3837867
2010,1,9,24,30,26.53623763,0.764,25.11125689,0.814,0.017198731,0.017122364,209.9275371,209.9275371,386.3655406,386.3655406
2010,1,10,1,30,25.98927761,0.749,24.59925827,0.798,0.017090024,0.017016218,71.64484043,71.64484043,251.4787234,251.4787234
2010,1,10,2,30,25.75738362,0.742,24.42566066,,0.016903016,0.016834045,48.31527531,48.31527531,227.4654855,227.4654855
2010,1,10,3,30,25.58302458,0.737,24.31257843,0.788,0.016658923,0.016593618,31.77894893,31.77894893,204.916387,204.916387
2010,1,10,4,30,25.39333873,0.731,24.16539981,0.784,0.016368575,0.016306538,6.95087907,6.95087907,175.551963,175.551963
2010,1,10,5,30,25.17557322,0.725,23.98367667,0.778,0.016010093,0.01595087,0,0,145.1375314,145.1375314
2010,1,10,6,30,25.39687243,0.731,24.40755778,0.792,0.015700461,0.015710412,92.23480483,92.23480483,245.6196075,245.6196075
2010,1,10,7,30,25.50147328,0.734,24.33175761,0.789,0.015695144,0.015651787,107.2251529,107.2251529,244.5303769,244.5303769
2010,1,10,8,30,26.22708613,0.755,24.83144786,0.805,0.015772994,0.015724754,0,0,0,0
2010,1,10,9,30,26.63911751,0.767,25.10855423,0.814,0.01584404,0.015802889,0,0,0,0
2010,1,10,10,30,27.04482707,0.779,25.34392233,0.822,0.015910477,0.015879805,0,0,0,0
2010,1,10,11,30,27.45832943,0.791,25.51495239,0.827,0.015765443,0.01578635,0,0,0,0
2010,1,10,12,30,28.02189089,0.807,25.67538332,0.833,0.015485251,0.015789883,0,0,0,0
2010,1,10,13,30,28.4943228,0.821,25.80936658,0.837,0.015300351,0.015790836,0,0,0,0
